0	1	0	0	-1	18	-1
1	1	0	0	-1	36	-1
2	1	1	0	-1	18	26
3	1	0	0	25	67	-1
4	1	0	0	-1	52	-1
5	1	0	0	-1	92	-1
6	3	1	0	-1	58	-1
7	1	0	0	27	43	25
8	1	1	0	-1	177	26
9	1	1	0	-1	163	-1
10	1	0	0	-1	46	26
11	3	0	0	-1	60	25
12	1	0	0	-1	137	25
13	2	0	0	-1	21	27
14	3	0	0	-1	79	-1
15	2	0	0	-1	140	26
16	1	1	0	26	36	-1
17	3	1	0	-1	53	27
18	1	1	0	-1	45	-1
19	3	1	0	-1	57	27
20	3	1	0	-1	154	-1
21	1	1	0	-1	191	-1
22	2	0	0	-1	169	-1
23	1	1	0	-1	198	27
24	1	0	0	-1	31	-1
25	1	3	1	-1	97	26
26	1	2	1	-1	136	-1
27	1	3	1	-1	66	-1
