0	45	0	65	65	45	69	70	24	24	78	70	70	29	48	12	76	44	75	40	88	55	75	41	51	70	15	30	53	52	0	0	0	0	0	0	0	0	31	79	36	65	18	
45	0	45	51	51	0	44	30	54	57	40	65	65	40	58	38	33	14	30	49	48	16	35	10	28	29	50	32	72	45	0	0	0	0	0	0	0	0	16	67	48	76	53	
0	45	0	65	65	45	69	70	24	24	78	70	70	29	48	12	76	44	75	40	88	55	75	41	51	70	15	30	53	52	0	0	0	0	0	0	0	0	31	79	36	65	18	
65	51	65	0	0	51	15	76	52	55	87	16	15	82	29	69	46	65	67	30	49	40	40	42	23	43	57	76	44	14	0	0	0	0	0	0	0	0	60	15	34	38	83	
65	51	65	0	0	51	15	76	52	55	87	16	15	82	29	69	46	65	67	30	49	40	40	42	23	43	57	76	44	14	0	0	0	0	0	0	0	0	60	15	34	38	83	
45	0	45	51	51	0	44	30	54	57	40	65	65	40	58	38	33	14	30	49	48	16	35	10	28	29	50	32	72	45	0	0	0	0	0	0	0	0	16	67	48	76	53	
69	44	69	15	15	44	0	65	61	64	76	31	31	80	43	70	31	59	54	40	33	29	25	37	19	29	64	73	59	24	0	0	0	0	0	0	0	0	56	27	43	54	85	
70	30	70	76	76	30	65	0	84	86	11	91	91	53	87	60	39	25	15	78	51	36	45	40	54	38	78	46	102	73	0	0	0	0	0	0	0	0	38	91	78	106	72	
24	54	24	52	52	54	61	84	0	3	94	52	52	53	28	35	78	60	85	22	88	59	75	46	46	72	9	52	29	38	0	0	0	0	0	0	0	0	46	62	18	42	42	
24	57	24	55	55	57	64	86	3	0	95	55	55	53	30	35	81	61	87	25	91	61	78	49	50	75	9	52	30	41	0	0	0	0	0	0	0	0	48	65	21	44	40	
78	40	78	87	87	40	76	11	94	95	0	103	103	58	99	67	48	34	24	89	59	47	55	51	66	48	88	52	113	84	0	0	0	0	0	0	0	0	47	102	89	117	78	
70	65	70	16	16	65	31	91	52	55	103	0	0	91	25	76	62	79	83	30	64	55	56	55	37	59	59	86	35	21	0	0	0	0	0	0	0	0	71	11	34	25	89	
70	65	70	15	15	65	31	91	52	55	103	0	0	91	25	76	62	78	83	30	64	55	56	55	37	59	59	86	35	20	0	0	0	0	0	0	0	0	71	11	34	25	89	
29	40	29	82	82	40	80	53	53	53	58	91	91	0	73	17	74	30	64	64	88	56	76	44	61	70	44	8	81	70	0	0	0	0	0	0	0	0	24	97	60	92	21	
48	58	48	29	29	58	43	87	28	30	99	25	25	73	0	57	68	69	83	10	75	54	64	47	36	64	35	70	16	19	0	0	0	0	0	0	0	0	58	36	12	19	67	
12	38	12	69	69	38	70	60	35	35	67	76	76	17	57	0	71	34	67	47	85	51	71	37	51	66	26	17	64	56	0	0	0	0	0	0	0	0	22	83	44	75	15	
76	33	76	46	46	33	31	39	78	81	48	62	62	74	68	71	0	45	25	62	14	20	6	34	32	5	76	66	85	50	0	0	0	0	0	0	0	0	50	58	64	83	87	
44	14	44	65	65	14	59	25	60	61	34	79	78	30	69	34	45	0	34	59	59	30	48	23	42	41	53	22	82	58	0	0	0	0	0	0	0	0	13	81	57	88	47	
75	30	75	67	67	30	54	15	85	87	24	83	83	64	83	67	25	34	0	75	35	29	31	38	48	25	81	56	99	67	0	0	0	0	0	0	0	0	44	81	76	100	81	
40	49	40	30	30	49	40	78	22	25	89	30	30	64	10	47	62	59	75	0	70	46	58	38	30	57	28	60	23	16	0	0	0	0	0	0	0	0	48	40	4	29	59	
88	48	88	49	49	48	33	51	88	91	59	64	64	88	75	85	14	59	35	70	0	33	13	47	41	18	88	80	91	56	0	0	0	0	0	0	0	0	64	58	72	87	100	
55	16	55	40	40	16	29	36	59	61	47	55	55	56	54	51	20	30	29	46	33	0	20	14	18	14	57	48	70	37	0	0	0	0	0	0	0	0	31	55	47	71	67	
75	35	75	40	40	35	25	45	75	78	55	56	56	76	64	71	6	48	31	58	13	20	0	34	28	6	74	68	80	45	0	0	0	0	0	0	0	0	51	52	60	77	87	
41	10	41	42	42	10	37	40	46	49	51	55	55	44	47	37	34	23	38	38	47	14	34	0	19	29	43	36	62	34	0	0	0	0	0	0	0	0	19	58	38	66	53	
51	28	51	23	23	28	19	54	46	50	66	37	37	61	36	51	32	42	48	30	41	18	28	19	0	27	47	54	52	18	0	0	0	0	0	0	0	0	38	38	31	52	66	
70	29	70	43	43	29	29	38	72	75	48	59	59	70	64	66	5	41	25	57	18	14	6	29	27	0	71	62	80	45	0	0	0	0	0	0	0	0	45	56	59	79	82	
15	50	15	57	57	50	64	78	9	9	88	59	59	44	35	26	76	53	81	28	88	57	74	43	47	71	0	43	38	43	0	0	0	0	0	0	0	0	40	68	24	51	32	
30	32	30	76	76	32	73	46	52	52	52	86	86	8	70	17	66	22	56	60	80	48	68	36	54	62	43	0	79	65	0	0	0	0	0	0	0	0	17	91	57	88	26	
53	72	53	44	44	72	59	102	29	30	113	35	35	81	16	64	85	82	99	23	91	70	80	62	52	80	38	79	0	35	0	0	0	0	0	0	0	0	70	47	24	14	71	
52	45	52	14	14	45	24	73	38	41	84	21	20	70	19	56	50	58	67	16	56	37	45	34	18	45	43	65	35	0	0	0	0	0	0	0	0	0	50	27	20	33	70	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
