0	2	0	0	-1	45	-1
1	2	0	0	-1	51	-1
2	3	1	0	28	27	24
3	2	1	0	-1	31	-1
4	1	1	0	29	97	22
5	3	1	0	-1	10	-1
6	1	1	0	27	114	-1
7	1	0	0	22	21	31
8	1	0	0	-1	150	22
9	2	0	0	25	58	-1
10	1	0	0	30	159	29
11	1	0	0	31	111	29
12	1	0	0	-1	179	30
13	2	0	0	-1	26	25
14	3	1	0	-1	113	-1
15	2	1	0	-1	115	28
16	3	0	0	-1	99	30
17	1	0	0	-1	13	-1
18	1	0	0	-1	169	-1
19	1	1	0	-1	18	22
20	1	0	0	-1	13	26
21	2	0	0	-1	81	-1
22	1	2	1	-1	188	25
23	1	2	1	-1	66	27
24	1	2	1	-1	125	22
25	1	2	1	-1	69	23
26	1	2	1	-1	153	27
27	1	3	1	-1	140	22
28	1	2	1	-1	160	30
29	1	3	1	-1	156	24
30	1	2	1	-1	82	-1
31	1	3	1	-1	20	27
