0	71	0	0	71	85	59	88	78	0	109	49	74	25	112	81	7	119	103	44	35	61	104	53	71	74	24	0	0	0	0	0	0	0	0	0	0	80	107	53	105	
71	0	71	71	0	81	42	40	30	71	50	36	19	50	54	37	77	56	50	56	40	36	34	28	10	81	48	0	0	0	0	0	0	0	0	0	0	22	47	62	37	
0	71	0	0	71	85	59	88	78	0	109	49	74	25	112	81	7	119	103	44	35	61	104	53	71	74	24	0	0	0	0	0	0	0	0	0	0	80	107	53	105	
0	71	0	0	71	85	59	88	78	0	109	49	74	25	112	81	7	119	103	44	35	61	104	53	71	74	24	0	0	0	0	0	0	0	0	0	0	80	107	53	105	
71	0	71	71	0	81	42	40	30	71	50	36	19	50	54	37	77	56	50	56	40	36	34	28	10	81	48	0	0	0	0	0	0	0	0	0	0	22	47	62	37	
85	81	85	85	81	0	41	121	111	85	70	52	63	89	69	117	84	82	59	42	88	46	88	95	71	14	84	0	0	0	0	0	0	0	0	0	0	65	70	32	84	
59	42	59	59	42	41	0	81	70	59	54	12	28	53	56	77	61	66	46	19	49	6	60	54	33	38	48	0	0	0	0	0	0	0	0	0	0	32	52	21	58	
88	40	88	88	40	121	81	0	11	88	83	72	60	63	88	6	96	85	87	90	53	75	58	35	51	120	64	0	0	0	0	0	0	0	0	0	0	61	80	98	64	
78	30	78	78	30	111	70	11	0	78	77	61	50	53	82	6	86	80	79	79	43	65	54	25	41	109	54	0	0	0	0	0	0	0	0	0	0	52	74	87	59	
0	71	0	0	71	85	59	88	78	0	109	49	74	25	112	81	7	119	103	44	35	61	104	53	71	74	24	0	0	0	0	0	0	0	0	0	0	80	107	53	105	
109	50	109	109	50	70	54	83	77	109	0	60	36	95	4	83	113	12	11	74	87	49	26	79	43	78	92	0	0	0	0	0	0	0	0	0	0	31	3	73	21	
49	36	49	49	36	52	12	72	61	49	60	0	28	41	62	67	52	71	53	19	37	12	60	43	29	47	36	0	0	0	0	0	0	0	0	0	0	33	58	26	59	
74	19	74	74	19	63	28	60	50	74	36	28	0	58	40	57	78	46	33	46	50	21	32	44	9	65	55	0	0	0	0	0	0	0	0	0	0	6	34	49	31	
25	50	25	25	50	89	53	63	53	25	95	41	58	0	98	56	32	104	91	46	10	53	85	29	53	81	4	0	0	0	0	0	0	0	0	0	0	64	92	57	87	
112	54	112	112	54	69	56	88	82	112	4	62	40	98	0	88	115	13	10	75	90	51	31	83	47	78	95	0	0	0	0	0	0	0	0	0	0	34	7	73	25	
81	37	81	81	37	117	77	6	6	81	83	67	57	56	88	0	89	86	86	85	47	71	60	28	48	115	58	0	0	0	0	0	0	0	0	0	0	59	80	93	64	
7	77	7	7	77	84	61	96	86	7	113	52	78	32	115	89	0	124	106	44	42	64	109	61	76	72	31	0	0	0	0	0	0	0	0	0	0	84	110	52	110	
119	56	119	119	56	82	66	85	80	119	12	71	46	104	13	86	124	0	23	86	95	60	26	85	51	90	101	0	0	0	0	0	0	0	0	0	0	40	13	85	21	
103	50	103	103	50	59	46	87	79	103	11	53	33	91	10	86	106	23	0	65	83	41	34	78	41	67	87	0	0	0	0	0	0	0	0	0	0	28	11	63	29	
44	56	44	44	56	42	19	90	79	44	74	19	46	46	75	85	44	86	65	0	47	25	78	58	48	34	42	0	0	0	0	0	0	0	0	0	0	51	72	10	77	
35	40	35	35	40	88	49	53	43	35	87	37	50	10	90	47	42	95	83	47	0	48	75	18	44	81	10	0	0	0	0	0	0	0	0	0	0	55	84	57	77	
61	36	61	61	36	46	6	75	65	61	49	12	21	53	51	71	64	60	41	25	48	0	53	50	26	45	48	0	0	0	0	0	0	0	0	0	0	26	47	28	51	
104	34	104	104	34	88	60	58	54	104	26	60	32	85	31	60	109	26	34	78	75	53	0	62	33	93	82	0	0	0	0	0	0	0	0	0	0	27	24	81	5	
53	28	53	53	28	95	54	35	25	53	79	43	44	29	83	28	61	85	78	58	18	50	62	0	36	91	29	0	0	0	0	0	0	0	0	0	0	49	76	68	65	
71	10	71	71	10	71	33	51	41	71	43	29	9	53	47	48	76	51	41	48	44	26	33	36	0	71	50	0	0	0	0	0	0	0	0	0	0	12	40	53	34	
74	81	74	74	81	14	38	120	109	74	78	47	65	81	78	115	72	90	67	34	81	45	93	91	71	0	76	0	0	0	0	0	0	0	0	0	0	68	78	23	89	
24	48	24	24	48	84	48	64	54	24	92	36	55	4	95	58	31	101	87	42	10	48	82	29	50	76	0	0	0	0	0	0	0	0	0	0	0	61	89	52	84	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
80	22	80	80	22	65	32	61	52	80	31	33	6	64	34	59	84	40	28	51	55	26	27	49	12	68	61	0	0	0	0	0	0	0	0	0	0	0	28	54	26	
107	47	107	107	47	70	52	80	74	107	3	58	34	92	7	80	110	13	11	72	84	47	24	76	40	78	89	0	0	0	0	0	0	0	0	0	0	28	0	71	18	
53	62	53	53	62	32	21	98	87	53	73	26	49	57	73	93	52	85	63	10	57	28	81	68	53	23	52	0	0	0	0	0	0	0	0	0	0	54	71	0	78	
105	37	105	105	37	84	58	64	59	105	21	59	31	87	25	64	110	21	29	77	77	51	5	65	34	89	84	0	0	0	0	0	0	0	0	0	0	26	18	78	0	
